Internal ID Number,Name,Constellation,Bayer,HIP,TYC,HD,_RAJ2000,_DEJ2000,V,B-V
Str_Pup_00004531,,Puppis,,39251.0,7132  2158 1,66358.0,120.4063608542,-37.2837200472,5.91,0.158
Str_Ant_00004532,,Antlia,zet02 Ant,46734.0,7154  1728 1,82513.0,142.883986775,-31.8718333244,5.91,0.269
Str_Sco_00004533,,Scorpius,,84709.0,7370   850 1,,259.73483426,-34.98957161,5.91,
Str_Phe_00004534,,Phoenix,,10440.0,7554  1144 1,13940.0,33.6331121618,-41.166762743,5.91,0.956
Str_Ant_00004535,,Antlia,,50103.0,7712  1192 1,88809.0,153.4413666466,-40.3460492867,5.91,1.204
Str_Vel_00004536,,Vela,,51610.0,7722  2653 1,91437.0,158.1400484831,-44.6185043983,5.91,0.903
Str_Lup_00004537,,Lupus,,78747.0,7851  1743 1,143928.0,241.15339858099998,-37.8629455218,5.91,0.392
Str_Nor_00004538,,Norma,,80212.0,7865  2682 1,147225.0,245.6211085234,-43.9120530806,5.91,1.119
Str_Sco_00004539,,Scorpius,,83491.0,7869   920 1,153890.0,255.96226531,-38.1525699616,5.91,0.393
Str_Sgr_00004540,,Sagittarius,,96234.0,7936  2270 1,184035.0,293.5353669237,-40.0346319939,5.91,0.093
Str_Vel_00004541,,Vela,,45270.0,8170  1150 1,79621.0,138.393566885,-47.33841304470001,5.91,-0.041
Str_Vel_00004542,,Vela,,53530.0,8211  2375 1,94985.0,164.2827013235,-50.7650132346,5.91,0.17
Str_Cen_00004543,,Centaurus,,64515.0,8259  1490 1,114772.0,198.347301684,-50.6998188316,5.91,-0.015
Str_Ara_00004544,,Ara,,85409.0,8354  1860 1,157662.0,261.8019356138,-50.630364063900004,5.91,0.053
Str_CrA_00004545,,Corona Australis,,94556.0,8375  2570 1,179433.0,288.6648398213,-45.1935374143,5.91,0.899
Str_Car_00004546,,Carina,,46620.0,8596   575 1,82536.0,142.5975726422,-58.361852013000004,5.91,1.649
Str_Cen_00004547,,Centaurus,,62861.0,8651  2437 1,111884.0,193.26738201959998,-54.9524779038,5.91,1.305
Str_Hyi_00004548,,Hydrus,,6631.0,8852  1459 1,8810.0,21.2721251563,-64.3694773024,5.91,1.546
Str_Mus_00004549,,Musca,,64466.0,9002  1123 1,114570.0,198.20334299169997,-66.2267453341,5.91,0.044
Str_Mus_00004550,,Musca,,64390.0,9245  1220 1,114371.0,197.964345681,-69.9420138934,5.91,0.419
Str_Psc_00004551,,Pisces,Psc,3760.0,17  1413 1,4627.0,12.072527913900002,7.2999342463,5.92,1.105
Str_Tau_00004552,,Taurus,,16358.0,70  1335 1,21755.0,52.6892670788,6.188711276699999,5.92,0.941
Str_Tau_00004553,,Taurus,,17595.0,71  1223 1,23526.0,56.539008773599996,6.8035267997,5.92,0.972
Str_Leo_00004554,,Leo,Leo,53423.0,255  1197 1,94672.0,163.9266658079,0.7369246717,5.92,0.426
Str_Vir_00004555,,Virgo,,73350.0,330  1717 1,132525.0,224.8463068934,4.567787550299999,5.92,1.586
Str_Ser_00004556,,Serpens,,79120.0,371  1625 1,145085.0,242.2453420336,3.4544589403,5.92,1.483
Str_Oph_00004557,,Ophiucus,,87491.0,417  1102 1,162774.0,268.147695593,1.3050043256,5.92,1.5630000000000002
Str_Mon_00004558,,Monoceros,,33372.0,752  1502 1,51104.0,104.10762161950001,9.9565786161,5.92,-0.093
Str_Cnc_00004559,,Cancer,c Cnc,42265.0,801  1428 1,73143.0,129.2740473602,9.655579233,5.92,0.083
Str_Her_00004560,,Hercules,,83478.0,988  1952 1,154228.0,255.9137569939,13.605342509200002,5.92,0.001
Str_Peg_00004561,,Pegasus,,112067.0,1158   345 1,214995.0,340.489412835,14.5164031196,5.92,1.099
Str_Tau_00004562,,Taurus,,19284.0,1254   867 1,26038.0,61.9975634782,17.3399050431,5.92,1.535
Str_Ari_00004563,,Aries,Ari,14109.0,1790  1709 1,18769.0,45.4755763037,26.462356410300004,5.92,0.149
Str_Ari_00004564,,Aries,Ari,15514.0,1792  1419 1,20618.0,49.98249169020001,27.0711351597,5.92,0.847
Str_Gem_00004565,,Gemini,,37428.0,1912    48 1,61603.0,115.2438273579,23.0185187603,5.92,1.546
Str_Cnc_00004566,Piautos,Cancer,lam Cnc,40881.0,1928  1817 1,70011.0,125.13388579139999,24.022327555,5.92,-0.042
Str_Her_00004567,,Hercules,Her,81729.0,2053  1366 1,150682.0,250.4029055209,26.916872564200002,5.92,0.4
Str_Gem_00004568,,Gemini,,33421.0,2441  1961 1,51000.0,104.2521703686,33.6810372091,5.92,0.875
Str_Gem_00004569,,Gemini,,34358.0,2446  1997 1,53686.0,106.84332447370001,34.009299913,5.92,1.5
Str_Cyg_00004570,,Cygnus,Cyg,105811.0,2715  3977 1,204172.0,321.44593673009996,36.6673944019,5.92,-0.109
Str_CVn_00004571,,Canes Venatici,,67210.0,3026  1230 1,120048.0,206.5794179495,38.503629686,5.92,0.947
Str_Her_00004572,,Hercules,,82172.0,3078   360 1,151732.0,251.8322734962,42.238917097800005,5.92,1.474
Str_Per_00004573,,Perseus,,15004.0,3315  2530 1,19845.0,48.3494799171,48.176953006400005,5.92,0.993
Str_Her_00004574,,Hercules,,79953.0,3495  1892 1,147352.0,244.79671759389998,49.0381468133,5.92,1.368
Str_Cyg_00004575,,Cygnus,,103530.0,3583  1164 1,,314.62510714,50.46178679,5.92,-0.117
Str_Cyg_00004576,,Cygnus,,103360.0,3583  1166 1,199612.0,314.1079167223,49.19585540470001,5.92,1.051
Str_Cas_00004577,,Cassiopeia,,2611.0,3658   583 1,2952.0,8.293311274099999,54.894980563000004,5.92,1.034
Str_Dra_00004578,,Draco,,95038.0,3929  2038 1,182190.0,290.0668161042,57.6451377797,5.92,1.598
Str_Cyg_00004579,,Cygnus,,103956.0,3952  1091 1,200817.0,315.94845056279996,53.2859033413,5.92,0.998
Str_Dra_00004580,,Draco,,73507.0,4180  1945 1,133388.0,225.3629170499,60.204450880799996,5.92,0.102
Str_Dra_00004581,,Draco,,100017.0,4245  1794 1,193664.0,304.3805421859,66.8536861,5.92,0.597
Str_UMa_00004582,,Ursa Major,,53257.0,4385   570 1,94132.0,163.3779466058,69.8538827675,5.92,1.007
Str_Cep_00004583,,Cepheus,Dra,104105.0,4590  1851 1,201908.0,316.3719510943,78.1263977071,5.92,-0.077
Str_Cam_00004584,,Camelopardalis,,66878.0,4633  1786 1,120565.0,205.59621745389998,82.7524047804,5.92,0.99
Str_Cet_00004585,,Cetus,,6564.0,4684  2325 1,8556.0,21.085425227400002,-6.914661654400001,5.92,0.41
Str_Sex_00004586,,Sextans,,52863.0,4913  1225 1,93655.0,162.16898468760004,-1.9589082467,5.92,1.58
Str_Vir_00004587,,Virgo,,62103.0,4949  1114 1,110646.0,190.90853565220002,-1.5769924728,5.92,0.856
Str_Aqr_00004588,,Aquarius,,110532.0,5232  1730 1,212320.0,335.8839560614,-7.1944170878,5.92,0.996
Str_Crt_00004589,,Crater,,56318.0,5509  1126 1,100343.0,173.19807936630005,-7.827528705,5.92,1.383
Str_For_00004590,,Fornax,,15357.0,6445   226 1,20606.0,49.5108007005,-28.797070234099998,5.92,0.324
Str_For_00004591,,Fornax,sig For,17618.0,6454  1206 1,23738.0,56.6142810737,-29.3381531489,5.92,0.114
Str_CMa_00004592,,Canis Major,,31037.0,6515   570 1,46189.0,97.69286781870001,-27.7695788686,5.92,-0.16
Str_Sgr_00004593,,Sagittarius,,95456.0,6888  2980 1,182286.0,291.26681986259996,-29.3093431419,5.92,1.278
Str_Cae_00004594,,Caelum,,23446.0,7047  1075 1,32515.0,75.5950193468,-31.7713429336,5.92,1.181
Str_CMa_00004595,,Canis Major,,32366.0,7088   486 1,49095.0,101.3455795857,-31.7936631134,5.92,0.489
Str_Sco_00004596,,Scorpius,,79596.0,7347   962 1,145838.0,243.5931915612,-33.0110923725,5.92,1.014
Str_Sco_00004597,,Scorpius,,83896.0,7361   799 1,154783.0,257.1980797744,-30.403727352199997,5.92,0.29
Str_Sco_00004598,,Scorpius,,85048.0,7374   460 1,157097.0,260.7281147147,-37.2207876047,5.92,1.079
Str_Vel_00004599,,Vela,,42001.0,7662  2181 1,72832.0,128.4101326823,-38.8488172836,5.92,-0.116
Str_Cen_00004600,,Centaurus,,55763.0,7739   315 1,99333.0,171.387920319,-37.747572401599996,5.92,1.473
Str_Gru_00004601,,Grus,,114921.0,8012  1011 1,219507.0,349.1657959677,-44.4891542619,5.92,1.051
Str_Hor_00004602,,Horologium,,18199.0,8067  2458 1,24706.0,58.3888326265,-46.8936744316,5.92,1.236
Str_Cen_00004603,,Centaurus,,68333.0,8271   967 1,121853.0,209.822841265,-50.36963949689999,5.92,0.946
Str_Tel_00004604,,Telescopium,,97598.0,8394  1872 1,187086.0,297.55856271470003,-47.557380593599994,5.92,1.652
Str_Car_00004605,,Carina,,50993.0,8612    64 1,90454.0,156.247620778,-58.576301188,5.92,0.326
Str_Car_00004606,,Carina,,52922.0,8626  2334 1,93943.0,162.35191489620001,-59.3237056214,5.92,-0.011
Str_Ara_00004607,,Ara,,85520.0,8732  1958 1,157819.0,262.16213645669995,-55.16968255,5.92,1.111
Str_Ara_00004608,,Ara,,82672.0,8734   174 1,151967.0,253.5015115464,-57.909503170200004,5.92,1.5630000000000002
Str_Cen_00004609,,Centaurus,,58103.0,8977  9433 1,103516.0,178.750068153,-63.2791881669,5.92,0.172
Str_Ind_00004610,,Indus,,108195.0,9116  2070 1,207964.0,328.79747773549997,-61.88661463060001,5.92,0.39
Str_Oct_00004611,,Octans,,101843.0,9472   923 1,194612.0,309.57755419209997,-81.2890708858,5.92,1.705
Str_Ori_00004612,,Orion,,26762.0,115  2291 1,37788.0,85.2733086407,0.3377573614,5.93,0.305
Str_Ori_00004613,,Orion,,27253.0,116  1316 1,38529.0,86.6454861336,1.1681858686,5.93,0.769
Str_Ari_00004614,,Aries,Cet,8588.0,625  1392 1,11257.0,27.716555932800002,11.0433751838,5.93,0.3
Str_Her_00004615,,Hercules,,82350.0,974  1774 1,151862.0,252.394406,13.2611560208,5.93,0.022
Str_Gem_00004616,,Gemini,,29196.0,1326  1732 1,42049.0,92.38514868770001,22.1902578583,5.93,1.639
Str_Peg_00004617,,Pegasus,,109577.0,1681  1751 1,210702.0,332.9638891203,16.0405436778,5.93,0.955
Str_Aur_00004618,,Auriga,,25471.0,2411   684 1,35520.0,81.703352539,34.3918073733,5.93,0.135
Str_CrB_00004619,,Corona Borealis,zet01 CrB,76669.0,2577  1753 1,139891.0,234.84267041709998,36.6368006025,5.93,-0.107
Str_Lyr_00004620,,Lyra,nu.01 Lyr,92398.0,2642  2931 1,174585.0,282.4413166407,32.8128204511,5.93,-0.156
Str_Cyg_00004621,,Cygnus,,96977.0,2660  4230 1,186377.0,295.6858638161,32.4267344008,5.93,0.106
Str_CVn_00004622,,Canes Venatici,CVn,64246.0,3022  2310 1,114447.0,197.5133975436,38.4989847976,5.93,0.304
Str_Lac_00004623,,Lacerta,Lac,112778.0,3223  3619 1,216200.0,342.5907280786,41.9533948703,5.93,0.052000000000000005
Str_Cyg_00004624,,Cygnus,,98383.0,3558  2565 1,189684.0,299.8350992886,45.7725285103,5.93,0.175
Str_Cam_00004625,,Camelopardalis,Cam,27249.0,3753  1367 1,38091.0,86.6266309735,56.1155766855,5.93,0.157
Str_Dra_00004626,,Draco,,77272.0,3873  1890 1,141472.0,236.64483422080002,55.4747819253,5.93,1.403
Str_Lac_00004627,,Lacerta,,111925.0,3984  1047 1,214878.0,340.0767103628,53.8459232858,5.93,0.951
Str_Dra_00004628,,Draco,,80991.0,4190  2569 1,149650.0,248.1069817314,60.823321163900005,5.93,0.035
Str_Cet_00004629,,Cetus,Cet,5594.0,4681  2471 1,7147.0,17.9312763227,-2.2510768517,5.93,1.405
Str_Sex_00004630,,Sextans,Sex,50885.0,4908  1775 1,90044.0,155.8603289407,-4.0740323542,5.93,-0.052000000000000005
Str_Psc_00004631,,Pisces,Psc,117761.0,5256   186 1,223825.0,358.23153309480006,-3.155496448,5.93,1.075
Str_Mon_00004632,,Monoceros,,36640.0,5397  3754 1,59984.0,113.02400425110001,-8.8813298038,5.93,0.523
Str_Crt_00004633,,Crater,kap Crt,55874.0,5512  1093 1,99564.0,171.7896543944,-12.356743254100001,5.93,0.488
Str_Vir_00004634,,Virgo,y Vir,66247.0,5551  1507 1,118054.0,203.66857343549998,-13.214314048599999,5.93,0.016
Str_Aqr_00004635,,Aquarius,,117541.0,5831   619 1,223524.0,357.5613864629001,-9.974144309,5.93,1.137
Str_Eri_00004636,,Eridanus,,13479.0,5870   980 1,18071.0,43.3971867739,-22.376306410700003,5.93,1.041
Str_Pup_00004637,,Puppis,,37364.0,5988  3103 1,61774.0,115.0563665224,-19.6608551869,5.93,1.159
Str_Ser_00004638,,Serpens,,87813.0,6250   386 1,163336.0,269.0793048761,-15.812522485799999,5.93,0.046
Str_Scl_00004639,,Sculptor,,7016.0,6426  2065 1,9228.0,22.5954460927,-26.207857270500003,5.93,1.337
Str_For_00004640,,Fornax,,16029.0,6449  1321 1,21430.0,51.593852718,-27.3174780261,5.93,0.924
Str_Sgr_00004641,,Sagittarius,,92931.0,6860  1192 1,175360.0,284.0027976447,-23.1737457583,5.93,-0.026
Str_For_00004642,,Fornax,eta02 For,13225.0,7018   364 1,17793.0,42.5616023459,-35.8436384041,5.93,0.898
Str_Eri_00004643,,Eridanus,,18723.0,7030  1577 1,25371.0,60.169400171499994,-30.4907049497,5.93,0.033
Str_Cen_00004644,,Centaurus,,69995.0,7294  2472 1,125283.0,214.8494880223,-37.002906918,5.93,0.077
Str_Sco_00004645,,Scorpius,,81523.0,7358   409 1,149886.0,249.77178703639999,-37.2173635981,5.93,-0.021
Str_For_00004646,,Fornax,psi For,13473.0,7560    11 1,18149.0,43.3933207755,-38.4370016843,5.93,0.445
Str_Cen_00004647,,Centaurus,,67292.0,8270  2682 1,119938.0,206.8651647911,-50.2493006201,5.93,0.272
Str_Tel_00004648,,Telescopium,,93624.0,8386  1154 1,176664.0,285.9898007998,-51.0186082519,5.93,1.235
Str_Cen_00004649,,Centaurus,,68670.0,8669   824 1,122438.0,210.8604737734,-56.213444787200004,5.93,1.2009999999999998
Str_Ret_00004650,,Reticulum,,20619.0,8869  2460 1,28413.0,66.2722235054,-61.238200669399994,5.93,1.525
Str_Car_00004651,,Carina,T Car,53394.0,8958  1032 1,94776.0,163.8217402418,-60.517006960699995,5.93,1.056
Str_Mus_00004652,,Musca,,63165.0,9249   457 1,112219.0,194.1320593145,-72.18520634020001,5.93,1.102
Str_Aps_00004653,,Apus,,73415.0,9432  2012 1,131425.0,225.0470963323,-77.16054706109999,5.93,1.045
Str_Sex_00004654,,Sextans,,48519.0,243  1975 1,85709.0,148.4288662238,5.9585742872,5.94,1.631
Str_Ser_00004655,,Serpens,,79137.0,379  1509 1,145148.0,242.2966984575,6.378700035800001,5.94,0.991
Str_Boo_00004656,,Boötes,,70384.0,909  1494 1,126200.0,216.0036553727,8.2439632675,5.94,0.062
Str_Boo_00004657,,Boötes,,71759.0,917  1472 1,129153.0,220.176631729,13.534324169400001,5.94,0.234
Str_Ori_00004658,,Orion,,25790.0,1297  1552 1,36162.0,82.6090167711,15.3604534525,5.94,0.099
Str_Gem_00004659,,Gemini,Gem,36156.0,1355   489 1,58579.0,111.73470606629999,20.2575561761,5.94,0.32299999999999995
Str_Cnc_00004660,,Cancer,d01 Cnc,41117.0,1382    86 1,70569.0,125.8409895541,18.332206091099998,5.94,0.185
Str_Ser_00004661,,Serpens,tau05 Ser,76424.0,1494  1862 1,139225.0,234.12182932139999,16.119085021900002,5.94,0.339
Str_Peg_00004662,,Pegasus,,106062.0,1676  1905 1,204585.0,322.2490905234,22.179434728,5.94,1.346
Str_Gem_00004663,,Gemini,,34017.0,1907   321 1,52711.0,105.876914384,29.3370618948,5.94,0.599
Str_Vul_00004664,,Vulpecula,,101870.0,2157   559 1,196753.0,309.6458072722,23.680494701100002,5.94,0.949
Str_Peg_00004665,,Pegasus,,109602.0,2209  2198 1,210762.0,333.0337116253,24.9506413158,5.94,1.482
Str_Aur_00004666,,Auriga,,25291.0,2403   781 1,35239.0,81.16048496239999,31.1431517672,5.94,0.026
Str_Her_00004667,,Hercules,,85382.0,2613  2217 1,158261.0,261.6922928339,34.6957905442,5.94,0.0
Str_Lyr_00004668,,Lyra,Lyr,94311.0,2640  2019 1,179527.0,287.9417073395,31.2834586989,5.94,-0.066
Str_And_00004669,,Andromeda,And,4903.0,2807  2079 1,6116.0,15.7260993745,41.345158899699996,5.94,0.177
Str_And_00004670,,Andromeda,,8423.0,2815  1900 1,10975.0,27.16219606,37.9528738542,5.94,0.969
Str_Cyg_00004671,,Cygnus,,100501.0,3156  2220 1,194193.0,305.6887307965,41.026029545300005,5.94,1.604
Str_Lac_00004672,,Lacerta,,112041.0,3222  1935 1,215030.0,340.4002121466,41.549124574699995,5.94,0.995
Str_Per_00004673,,Perseus,,15669.0,3319  2075 1,20675.0,50.4688833811,49.0709142809,5.94,0.456
Str_Lyn_00004674,,Lynx,,35304.0,3404   974 1,55866.0,109.390539101,52.131074968,5.94,1.258
Str_Lyn_00004675,,Lynx,,37046.0,3786  1560 1,60294.0,114.1959765791,55.75506764,5.94,1.121
Str_Cep_00004676,,Cepheus,,102358.0,3959  1687 1,197939.0,311.0918681064,56.48839366439999,5.94,1.615
Str_Lyn_00004677,,Lynx,Lyn,31676.0,4097  1176 1,46480.0,99.4224273999,61.481225166099996,5.94,0.892
Str_Cam_00004678,,Camelopardalis,Cam,37949.0,4121  1515 1,62066.0,116.6669783046,65.4556728055,5.94,1.181
Str_UMa_00004679,,Ursa Major,,52577.0,4151  1451 1,92839.0,161.266812429,67.4113792672,5.94,2.521
Str_Cas_00004680,,Cassiopeia,SU Cas,13367.0,4313  1573 1,17463.0,42.9948022954,68.88849383670001,5.94,0.6829999999999999
Str_Cam_00004681,,Camelopardalis,,21247.0,4337   843 1,28204.0,68.3778372679,72.5286043732,5.94,0.29600000000000004
Str_UMa_00004682,,Ursa Major,,45461.0,4382  1057 1,78935.0,138.969118907,72.9463208106,5.94,0.181
Str_Cet_00004683,,Cetus,Cet,2787.0,4672  1255 1,3229.0,8.886802615399999,-0.5056136964,5.94,0.443
Str_Cet_00004684,,Cetus,Cet,10234.0,4690  1109 1,13468.0,32.899313543000005,-1.8254326233,5.94,0.965
Str_Eri_00004685,,Eridanus,,19996.0,4732  1969 1,27179.0,64.3300863194,-6.472174513300001,5.94,1.0659999999999998
Str_Leo_00004686,,Leo,p03 Leo,54049.0,4921  1203 1,95849.0,165.9024581567,-0.0008401861,5.94,1.23
Str_Aqr_00004687,,Aquarius,,113686.0,5245  1215 1,217563.0,345.3821443258,-4.7114515256,5.94,0.977
Str_Mon_00004688,,Monoceros,,35127.0,5398  3010 1,56207.0,108.93017360399999,-10.583610183300001,5.94,1.165
Str_Hya_00004689,,Hydra,,41080.0,5427  2807 1,70652.0,125.7254168623,-7.5431206897,5.94,1.607
Str_Ser_00004690,,Serpens,,87074.0,5673   979 1,161701.0,266.903244186,-14.7258277005,5.94,0.006
Str_Eri_00004691,,Eridanus,,20892.0,5894  1636 1,28479.0,67.1626582663,-19.4588743872,5.94,1.218
Str_Ser_00004692,,Serpens,,86266.0,6248  1370 1,159877.0,264.4008536385,-15.571030150599999,5.94,0.35200000000000004
Str_Sgr_00004693,,Sagittarius,,91347.0,6279  1724 1,171856.0,279.4767668891,-21.3977228961,5.94,0.193
Str_Sgr_00004694,,Sagittarius,,93763.0,6283   916 1,177517.0,286.421585654,-15.6604269769,5.94,-0.026
Str_Cet_00004695,,Cetus,,636.0,6412  1067 1,319.0,1.9454022118,-22.508562053800002,5.94,0.132
Str_Sgr_00004696,,Sagittarius,Sgr,88469.0,6842  1702 1,164794.0,270.96851860000004,-24.36072608,5.94,0.0
Str_PsA_00004697,,Pisces Austrinus,,111045.0,6965  1443 1,213135.0,337.4417339551,-27.107286814400002,5.94,0.34700000000000003
Str_Scl_00004698,,Sculptor,,7643.0,7005  2270 1,10142.0,24.6145078673,-36.5282524344,5.94,1.052
Str_Pup_00004699,,Puppis,,38167.0,7127  2094 1,63786.0,117.311041535,-35.2432911461,5.94,-0.054000000000000006
Str_Sco_00004700,,Scorpius,,83235.0,7372   335 1,153368.0,255.15411749630002,-35.9341478172,5.94,1.16
Str_Sgr_00004701,,Sagittarius,,88694.0,7403  6261 1,165185.0,271.59882704349997,-36.0197753079,5.94,0.602
Str_Scl_00004702,,Sculptor,,5661.0,7534  1069 1,7312.0,18.1892944606,-37.8564787739,5.94,0.29100000000000004
Str_Phe_00004703,,Phoenix,,3521.0,7538   126 1,4293.0,11.2377137021,-42.6765568424,5.94,0.289
Str_Phe_00004704,,Phoenix,,8593.0,8047  1320 1,11413.0,27.7268098169,-50.2061385165,5.94,0.151
Str_Vel_00004705,,Vela,,48527.0,8193  3330 1,85953.0,148.4587390032,-51.146714236899996,5.94,-0.155
Str_Ara_00004706,,Ara,,82902.0,8339  3559 1,152527.0,254.1198722331,-52.2837367471,5.94,-0.07200000000000001
Str_Pic_00004707,,Pictor,,27737.0,8528   381 1,39937.0,88.08417119030001,-57.156184563900005,5.94,0.6459999999999999
Str_Nor_00004708,,Norma,,76716.0,8708  1079 1,139211.0,234.9856055489,-59.9083305134,5.94,0.494
Str_Vol_00004709,,Volans,,41321.0,8933  2929 1,71863.0,126.46500229729999,-64.60061550420001,5.94,0.963
Str_Car_00004710,,Carina,,49164.0,8943  3446 1,87283.0,150.5004155425,-60.4208903869,5.94,0.263
Str_Mus_00004711,,Musca,,56727.0,9226  2099 1,101162.0,174.4515857813,-67.6203803353,5.94,1.013
Str_Oct_00004712,,Octans,,108849.0,9475  2323 1,208741.0,330.7658479349,-76.11843151069999,5.94,0.406
Str_Cet_00004713,,Cetus,Cet,5510.0,20  1166 1,7014.0,17.639786701400002,2.4456666106,5.95,1.491
Str_Ori_00004714,,Orion,,27560.0,124  1762 1,39051.0,87.55444133549999,4.4234078103,5.95,1.375
Str_Mon_00004715,,Monoceros,,33603.0,153  2500 1,51814.0,104.7376169578,3.6023497406,5.95,1.055
Str_Oph_00004716,,Ophiucus,,87875.0,417  2593 1,163624.0,269.26804471919996,0.0666628572,5.95,0.122
Str_Ari_00004717,,Aries,,14036.0,644   770 1,18700.0,45.183936251999995,10.8703836855,5.95,1.599
Str_Tau_00004718,,Taurus,,19376.0,678   417 1,26171.0,62.2565487735,13.3982750336,5.95,0.033
Str_Psc_00004719,,Pisces,,7447.0,1198  1598 1,9780.0,23.978144247,17.4338384769,5.95,0.251
Str_Ser_00004720,,Serpens,,74386.0,1489  1253 1,134943.0,228.01779127,18.9760159583,5.95,1.413
Str_Cnc_00004721,Copernicus,Cancer,rho01 Cnc,43587.0,1949  2012 1,75732.0,133.1492051724,28.330804470900002,5.95,0.877
Str_Cnc_00004722,,Cancer,Cnc,44307.0,2492  1845 1,77104.0,135.35055894,32.25227437,5.95,0.067
Str_Lyn_00004723,,Lynx,,44897.0,2495   846 1,78366.0,137.2127696231,33.8822086856,5.95,0.602
Str_UMa_00004724,,Ursa Major,,58460.0,2524  2324 1,104075.0,179.8230808172,33.1670009233,5.95,1.166
Str_Per_00004725,,Perseus,,17846.0,2875  2557 1,23728.0,57.283841725600006,43.9630840483,5.95,0.271
Str_Per_00004726,,Perseus,,20241.0,2887   341 1,27278.0,65.06011399409999,41.80806504,5.95,0.958
Str_UMa_00004727,,Ursa Major,UMa,56148.0,3015  1679 1,99984.0,172.6297180332,43.1732462243,5.95,0.513
Str_UMa_00004728,,Ursa Major,,45590.0,3425  1595 1,79763.0,139.37991659370002,46.817218763599996,5.95,0.059
Str_Cas_00004729,,Cassiopeia,,2377.0,3666  1063 1,2626.0,7.5830548163,59.977551921099995,5.95,-0.009000000000000001
Str_UMa_00004730,,Ursa Major,,47401.0,4142  1234 1,83126.0,144.8661329867,67.2722307835,5.95,1.529
Str_Cep_00004731,,Cepheus,,108226.0,4270  3600 1,208682.0,328.8792546698,65.3207929735,5.95,-0.101
Str_Cep_00004732,,Cepheus,,117265.0,4293   564 1,223128.0,356.65308341379995,66.7822458058,5.95,-0.053
Str_Cas_00004733,,Cassiopeia,,12821.0,4312  1404 1,16769.0,41.207087904699996,67.8246354241,5.95,0.125
Str_Cet_00004734,,Cetus,Cet,9631.0,4689  1229 1,12641.0,30.950705003400003,-0.3402539536,5.95,0.8540000000000001
Str_Sex_00004735,,Sextans,,53035.0,4917  1408 1,94014.0,162.7725423475,-3.0926571478,5.95,1.479
Str_Ser_00004736,,Serpens,Ser,90844.0,5112   348 1,170920.0,277.98747153740004,-1.0029831639,5.95,0.156
Str_CMa_00004737,,Canis Major,,31599.0,5377  2170 1,47182.0,99.1941740644,-13.321034667200001,5.95,1.5630000000000002
Str_Mon_00004738,,Monoceros,,33729.0,5380  2596 1,52312.0,105.09897707340001,-8.4068184544,5.95,-0.07
Str_Pup_00004739,,Puppis,,40693.0,5435  2991 1,69830.0,124.599783524,-12.632175013800001,5.95,0.773
Str_Hya_00004740,,Hydra,,46859.0,5472   232 1,82660.0,143.23240118110002,-13.5168000975,5.95,1.486
Str_Vir_00004741,,Virgo,,60595.0,5529  1713 1,108107.0,186.2990248323,-11.6105881625,5.95,0.04
Str_Hya_00004742,,Hydra,,43899.0,6014   727 1,76579.0,134.1421913405,-16.7087559058,5.95,1.517
Str_Crv_00004743,,Corvus,,60157.0,6108  1476 1,107295.0,185.0448523213,-22.175720348899997,5.95,0.8190000000000001
Str_Aqr_00004744,,Aquarius,,116368.0,6403  1036 1,221745.0,353.70566154129995,-15.2460143158,5.95,1.339
Str_Scl_00004745,,Sculptor,,1096.0,6416  1019 1,942.0,3.4260090212,-26.0223488036,5.95,1.529
Str_CMa_00004746,,Canis Major,,35213.0,6537  3095 1,56578.0,109.15983489540001,-23.3108923164,5.95,0.306
Str_Pyx_00004747,,Pyxis,,42147.0,6578  4192 1,73072.0,128.8695816935,-26.843489123,5.95,0.376
Str_Eri_00004748,,Eridanus,,21042.0,7044  1679 1,28776.0,67.6680384709,-35.6535089047,5.95,1.012
Str_Pup_00004749,,Puppis,,32938.0,7100  2242 1,50445.0,102.9267587822,-36.2302633033,5.95,0.18600000000000005
Str_Ant_00004750,,Antlia,,47224.0,7179  2019 1,83441.0,144.36833598450002,-36.0959903508,5.95,1.121
Str_Ant_00004751,,Antlia,,48191.0,7180  2159 1,85206.0,147.3670185016,-37.1867582636,5.95,1.224
Str_Pup_00004752,,Puppis,,35054.0,7638  1849 1,56410.0,108.73813952969999,-41.426403581100004,5.95,-0.147
Str_Sco_00004753,,Scorpius,,84425.0,7870   136 1,155826.0,258.90040399,-38.59287025,5.95,0.593
Str_Sgr_00004754,,Sagittarius,,98461.0,7947  3893 1,189195.0,300.06638582740004,-37.7017143786,5.95,0.985
Str_Mic_00004755,,Microscopium,,103836.0,7965  1006 1,200073.0,315.6131924585,-38.5309788721,5.95,1.1
Str_Gru_00004756,,Grus,,114407.0,8009  1347 1,218655.0,347.54057719940005,-40.5915457411,5.95,1.535
Str_Car_00004757,,Carina,,36496.0,8555   190 1,60228.0,112.62881246229999,-54.3993646775,5.95,1.556
Str_Car_00004758,,Carina,,53334.0,8958     6 1,94683.0,163.6233263884,-61.8266267011,5.95,1.7519999999999998
Str_Cru_00004759,,Crux,,59517.0,8978  5899 1,106068.0,183.09158759209998,-62.9507703933,5.95,0.245
Str_Cir_00004760,,Circinus,,72773.0,9028  1324 1,130701.0,223.1468728646,-63.8098270216,5.95,0.7290000000000001
Str_TrA_00004761,,Triangulum Australe,,79797.0,9273  4870 1,145689.0,244.2725374363,-67.9412785561,5.95,0.156
